URL,status
https://www.chadewa.weddingannouncer.com/ctext-217948.html,safe
https://www.brleader.com/?p=5339,safe
https://www.cherokeecountykansas.yuku.com/topic/574/Obits-Morning-Sun-Pittsburg-KS-2010?page=12,safe
https://www.blog.krizzkaliko.com/,safe
https://www.california.schooltree.org/public/Muirlands-Middle-012234-grades.html,safe
http://chenckbillinginfo.com/,malicious
https://order.amazon.co-jp.shop/ap/Login,malicious
https://www.bobbybruce.blogspot.com/,safe
http://information-lost-resetting-account-support-amazon.com/,malicious
http://www.norun.co.jp/cap/westy/,malicious
https://amazon.co.jp.13st89ekemg.lshskq.ph/,malicious
https://rakuten.jp-usermessagesendfromweblink0.xyz/registfwd.php?authorize,malicious
https://www.braddstudios.com/2011/11/07/david-patrick-kelly/,safe
https://www.bassguitarscales.wordpress.com/,safe
https://www.brandon-lee.gonetoosoon.org/,safe
https://www.ckuik.com/Michal_Dvo%C5%99%C3%A1k%2C_David_Koller_a_Ji%C5%99%C3%AD_Barto%C5%A1ka,safe
http://raketanm-orjrfk.net/,malicious
https://www.bioguide.congress.gov/scripts/biodisplay.pl?index=C000833,safe
https://www.celebrities.mitrasites.com/imgs/mitch-mullany.html,safe
http://rakuten.co.jp.rakutnavip.xyz/,malicious
https://www.bighollywood.breitbart.com/jjmnolte/2010/12/15/top-25-left-wing-films-23-salvador-1986/,safe
https://www.burbank-il.a2zcity.com/,safe
https://www.cherokeemuseumsc.org/,safe
https://www.celebdomain.com/Sarah-Jeanne%20Labrosse-pictures.html,safe
http://rakuten-rc.com/,malicious
https://www.boards.ancestry.netscape.com/thread.aspx?mv=flat&m=4666&p=surnames.dean,safe
https://smbb-card.com.fggyrc.xyz/,malicious
https://noblesse-colors.com/wp-content/upgrade/,malicious
https://www.chapelhillweb.com/,safe
https://rakuten1.raku7.xyz/,malicious
https://www.bluediamondtours.com/,safe
https://www.ca.linkedin.com/pub/marc-lepine/0/431/82B,safe
https://saisoncard.co.jp.wesc0201uip01scrdo.saisoncard-co-jp.xyz/auth0rize.php,malicious
https://sub.cheamz.com/,malicious
https://yinhuntelln.xyz/,malicious
https://www.blog.strangemusicinc.com/,safe
https://www.clark.wsu.edu/about/,safe
https://www.blog.syracuse.com/orangebasketball/2010/06/ncaa_penalizing_syracuse_unive.html,safe
http://notificationjplg.com/jhon/,malicious
https://account-update.smbccardin.com.cardinfo401034em.monster,malicious
https://www.brusselsguide.com/,safe
http://golem-812.ml/Office/365.HTML,malicious
https://www.cinefantastiqueonline.com/2009/02/coraline-film-review/,safe
https://www.blogs.scripps.com/albq/staley/,safe
http://co.jp.5ec0a8c6a750a053fac242f31070233716338a53.info,malicious
http://211.254.215.135/ap/signin?key=example@example.or.jp,malicious
https://www.chowhound.chow.com/topics/314289,safe
https://saisnocard.co.jp.bc6.co/,malicious
https://www.biochem.ncsu.edu/faculty/brown/brown.htm,safe
https://amz.servicenxz-jp.info/op/,malicious
https://www.ca.answers.yahoo.com/question/index?qid=20070625102414AAtswVW,safe
https://www.amazon.co.jp.d13f0fed4d24d232f3c591.net/,malicious
http://9bzzteus.xyz/,malicious
https://login.rakuten.co.jp.loginandcheckffklrfmlaks.icu/,malicious
https://www.bioguide.congress.gov/scripts/biodisplay.pl?index=B000921,safe
https://www.charliebean.com/,safe
http://www.rakuten.co.jp.aplicationserverspointcodem.jp-aplicationtokendnslinkfromwebhostingcode6.xyz/2/o/x/gredirct.service.h.php,malicious
https://www.britt.nsedreams.com/pwp/index.jsp,safe
https://rakuten.co.jp.shopheaderappliancednsfromweb.xyz/loginservicid.php,malicious
https://www.citizensassembly.bc.ca/public/get_involved/index_of_submissions?sortField=SubmissionDate&sortOrder=descending,safe
https://www.citizensvoice.com/news/tim-mcginley-former-educator-desires-positive-image-for-luzerne-county-1.1142881,safe
https://www.bullyrecords.com/,safe
http://rakuten.co.jp.alu23au2kfd9sd9jf20hyw2kdu3312duedo29cdu3n3kd8.ga/,malicious
http://intlsrvcs.com.thedemondoctores.com/cJyXt,malicious
https://www.blog.timesunion.com/outdoors/review-finding-everett-ruess-by-david-roberts/6260/,safe
https://www.blogs.desmoinesregister.com/dmr/index.php/2011/06/03/interstate-29-open-in-iowa-for-now-as-floods-approach/,safe
http://www.amazon.co.jp.bigbenelectronics.com/,malicious
https://www.kumatane.com/aud/,malicious
https://www.charleskassotis.articlesbase.com/,safe
https://rakuten.jp-usermessagesendfromweblink2.xyz/registfwd.php?authorize,malicious
http://form.jinanjiayivip.com/,malicious
https://www.berlinct.areaconnect.com/,safe
https://slicehonest.com/0syhIc5,malicious
https://www.baseballhall.org/hof/drysdale-don,safe
https://amazon-id-safety-center-signin-openid-pape-max-auth-imi-return.onlinereplicawatch.com,malicious
https://www.bulk.resource.org/courts.gov/c/F2/670/670.F2d.746.81-1706.81-1705.html,safe
https://www.beatcrave.com/2011-08-19/concert-picks-fishtank-ensemble-wooden-shjips-caitlin-rose/,safe
https://www.charlotte.citysearch.com/listings/charlotte/butcher_shops/66521_1707,safe
https://account-update.hlep-customer.jp,malicious
https://www.celebrities.mitrasites.com/victor-mature-grave.html,safe
https://www.bollywoodfm.thenewsleads.com/virat-kohli-dating-sarah-jane-dias/,safe
https://jhnwyssmwnaamozon.almozen.org.cn/?zhq,malicious
https://www.ccbccastlerock.org/blog/,safe
https://amazon-pnt.com/,malicious
https://rvkutuen.co.qsrenml067sl5vl.cc/,malicious
https://www.brandsandtags.com/Bio_Experience.html,safe
https://www.bleau.familytreeguide.com/descend.php?personID=I556381449&tree=T1,safe
https://www.championskempo.com/,safe
